Слово,Частота,Процент
спаситель,5,0.0008891686806337283
проповедовал,1,0.00017783373612674568
счастливее,7,0.0012448361528872196
уничтожил,2,0.00035566747225349135
посматривал,4,0.0007113349445069827
хозяйку,6,0.001067002416760474
первую,46,0.0081803518618303
выходки,1,0.00017783373612674568
ужаснулась,6,0.001067002416760474
привычку,11,0.0019561710973942026
свету,2,0.00035566747225349135
увидела,2,0.00035566747225349135
произнесенные,1,0.00017783373612674568
святотатственные,1,0.00017783373612674568
выходил,20,0.003556674722534913
убедилась,6,0.001067002416760474
замять,2,0.00035566747225349135
собралась,13,0.0023118385696476937
силами,31,0.005512845819929116
присоединившись,2,0.00035566747225349135
напала,1,0.00017783373612674568
оратора,2,0.00035566747225349135
r,22,0.003912342194788405
объясняете,1,0.00017783373612674568
казнить,5,0.0008891686806337283
просто,89,0.015827202515280362
суда,8,0.0014226698890139654
вины,3,0.000533501208380237
спросил,308,0.05477279072703767
объясняет,4,0.0007113349445069827
брюмера,2,0.00035566747225349135
обман,16,0.002845339778027931
escamotage,1,0.00017783373612674568
ressemble,2,0.00035566747225349135
nullement,2,0.00035566747225349135
manière,8,0.0014226698890139654
agir,2,0.00035566747225349135
grand,36,0.006402014500562844
пленные,26,0.004623677139295387
африке,5,0.0008891686806337283
которых,281,0.049971279851615535
убил,27,0.0048015108754221325
ужасно,47,0.008358185597957047
пожала,9,0.001600503625140711
roturier,1,0.00017783373612674568
aurez,2,0.00035566747225349135
кому,65,0.011559192848238468
отвечать,49,0.008713853070210536
оглянул,10,0.0017783373612674565
такая,64,0.011381359112111723
сливающаяся,3,0.000533501208380237
неулыбкой,1,0.00017783373612674568
приходила,18,0.003201007250281422
мгновенно,36,0.006402014500562844
исчезало,1,0.00017783373612674568
серьезное,13,0.0023118385696476937
угрюмое,1,0.00017783373612674568
являлось,2,0.00035566747225349135
другое,109,0.01938387723781528
детское,6,0.001067002416760474
глуповатое,1,0.00017783373612674568
просящее,2,0.00035566747225349135
прощения,10,0.0017783373612674565
ясно,125,0.022229217015843208
якобинец,1,0.00017783373612674568
страшен,4,0.0007113349445069827
замолчали,10,0.0017783373612674565
любезный,22,0.003912342194788405
шулерство,1,0.00017783373612674568
похожее,11,0.0019561710973942026
выскочка,1,0.00017783373612674568
25,135,0.024007554377110663
притом,7,0.0012448361528872196
поступках,7,0.0012448361528872196
государственного,24,0.004268009667041896
различать,2,0.00035566747225349135
поступки,13,0.0023118385696476937
частного,4,0.0007113349445069827
полководца,7,0.0012448361528872196
подхватил,12,0.002134004833520948
обрадованный,6,0.001067002416760474
выступавшею,3,0.000533501208380237
подмогой,3,0.000533501208380237
сознаться,2,0.00035566747225349135
аркольском,1,0.00017783373612674568
мосту,42,0.007469016917323318
госпитале,3,0.000533501208380237
яффе,1,0.00017783373612674568
чумным,1,0.00017783373612674568
оправдать,4,0.0007113349445069827
желавший,5,0.0008891686806337283
смягчить,3,0.000533501208380237
неловкость,7,0.0012448361528872196
приподнялся,9,0.001600503625140711
сбираясь,5,0.0008891686806337283
подавая,22,0.003912342194788405
знаками,2,0.00035566747225349135
рук,33,0.005868513292182607
останавливая,4,0.0007113349445069827
прося,14,0.0024896723057744393
присесть,2,0.00035566747225349135
заговорил,50,0.008891686806337283
aujourd,2,0.00035566747225349135
hui,2,0.00035566747225349135
raconté,1,0.00017783373612674568
anecdote,1,0.00017783373612674568
moscovite,2,0.00035566747225349135
charmante,11,0.0019561710973942026
faut,34,0.006046347028309352
régale,1,0.00017783373612674568
excusez,1,0.00017783373612674568
raconte,1,0.00017783373612674568
russe,27,0.0048015108754221325
autrement,3,0.000533501208380237
sentira,1,0.00017783373612674568
sel,1,0.00017783373612674568
русски,41,0.007291183181196572
выговором,8,0.0014226698890139654
французы,174,0.030943070086053744
пробывшие,1,0.00017783373612674568
приостановились,4,0.0007113349445069827
настоятельно,7,0.0012448361528872196
требовал,15,0.002667506041901185
внимания,60,0.01067002416760474
истории,114,0.020273045918449004
moscou,37,0.006579848236689589
барыня,5,0.0008891686806337283
dame,2,0.00035566747225349135
скупа,1,0.00017783373612674568
иметь,78,0.013871031417886162
valets,1,0.00017783373612674568
pied2,1,0.00017783373612674568
карета,17,0.003023173514154676
ростом,17,0.003023173514154676
вкусу,3,0.000533501208380237
имела,36,0.006402014500562844
chambre,3,0.000533501208380237
росту,2,0.00035566747225349135
задумался,32,0.005690679556055862
трудом,36,0.006402014500562844
надень,2,0.00035566747225349135
livrée4,1,0.00017783373612674568
поедем,13,0.0023118385696476937
visites,3,0.000533501208380237
фыркнул,5,0.0008891686806337283
захохотал,10,0.0017783373612674565
гораздо,45,0.008002518125703555
произвело,6,0.001067002416760474
невыгодное,1,0.00017783373612674568
рассказчика,4,0.0007113349445069827
сегодня,5,0.0008891686806337283
рассказали,2,0.00035566747225349135
прелестный,4,0.0007113349445069827
московский,13,0.0023118385696476937
анекдот,8,0.0014226698890139654
попотчевать,1,0.00017783373612674568
иначе,74,0.013159696473379178
пропадет,2,0.00035566747225349135
соль,10,0.0017783373612674565
анекдота,2,0.00035566747225349135
лакея,18,0.003201007250281422
ливрею,1,0.00017783373612674568
визиты,6,0.001067002416760474
26,114,0.020273045918449004
числе,63,0.011203525375984976
улыбнулись,4,0.0007113349445069827
поехала,3,0.000533501208380237
незапно,1,0.00017783373612674568
сделалась,18,0.003201007250281422
сильный,11,0.0019561710973942026
ветер,13,0.0023118385696476937
потеряла,5,0.0008891686806337283
шляпа,2,0.00035566747225349135
длинны,1,0.00017783373612674568
волоса,21,0.003734508458661659
расчесались,1,0.00017783373612674568
держаться,10,0.0017783373612674565
отрывисто,7,0.0012448361528872196
смеяться,15,0.002667506041901185
сквозь,59,0.010492190431477994
смех,36,0.006402014500562844
проговорил,171,0.030409568877673508
узнал,97,0.01724987240429433
кончился,12,0.002134004833520948
непонятно,13,0.0023118385696476937
рассказывает,7,0.0012448361528872196
рассказать,28,0.0049793446115488785
оценили,3,0.000533501208380237
светскую,2,0.00035566747225349135
любезность,2,0.00035566747225349135
ипполита,7,0.0012448361528872196
приятно,53,0.00942518801471752
закончившего,1,0.00017783373612674568
неприятную,1,0.00017783373612674568
нелюбезную,1,0.00017783373612674568
выходку,7,0.0012448361528872196
рассыпался,2,0.00035566747225349135
мелкие,12,0.002134004833520948
незначительные,2,0.00035566747225349135
толки,13,0.0023118385696476937
будущем,10,0.0017783373612674565
прошедшем,10,0.0017783373612674565
бале,36,0.006402014500562844
спектакле,2,0.00035566747225349135
увидится,1,0.00017783373612674568
поблагодарив,1,0.00017783373612674568
расходиться,12,0.002134004833520948
неуклюж,2,0.00035566747225349135
обыкновенного,13,0.0023118385696476937
широкий,9,0.001600503625140711
огромными,8,0.0014226698890139654
красными,20,0.003556674722534913
говорится,11,0.0019561710973942026
войти,18,0.003201007250281422
салон,9,0.001600503625140711
выйти,44,0.00782468438957681
выходом,6,0.001067002416760474
приятное,25,0.004445843403168641
рассеян,4,0.0007113349445069827
вставая,35,0.006224180764436098
шляпы,6,0.001067002416760474
захватил,3,0.000533501208380237
трехугольную,1,0.00017783373612674568
шляпу,24,0.004268009667041896
генеральским,1,0.00017783373612674568
